file_size,file_entropy,num_strings,mean_section_entropy,max_section_entropy,num_imports,suspicious_imports,crypto_api_detected,label,family,filename
4405080,7.978996714655323,51116,4.280060058559463,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.7_npp.8.5.7.Installer.arm64.exe
913664,7.935294267466843,10483,4.5798770380049,7.216076133259911,164,0,0,0,,downloads_sourceforge_net_a9156caf_SMPlayer_Portable_MPlayer_Codec_Addon_2007-10-07_online.paf.exe
25446,5.320018297131351,293,,,,,,0,,portableapps_com_6aa38705_.exe
6359232,7.988483014140291,75082,4.279728171963237,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.8_npp.8.7.8.Installer.arm64.exe
1392480,7.961614793707101,16440,4.587118132062105,7.866475144296684,171,0,0,0,,Greenshot_for_PortableApps_1.2.10.6-RELEASE.paf.exe
208494592,7.996196706760069,2369479,4.660605157410394,6.748278735648908,237,1,1,0,,PowerToys_v0.84.1_PowerToysSetup-0.84.1-arm64.exe
25594,5.322126179648342,293,,,,,,0,,portableapps_com_79821873_.exe
122672,4.930053207532837,2792,,,,,,0,,Xye_Portable_Complete_Puzzle_Pack_2017-06-11.paf.exe
284275840,7.998912111381077,3306163,4.658614276270413,6.748278735648908,237,1,1,0,,PowerToys_v0.86.0_PowerToysUserSetup-0.86.0-x64.exe
6661840,7.989391992750207,78093,4.279724881251898,6.4378696011937135,162,0,0,0,,notepad-plus-plus_npp.8.8.1.Installer.exe
6541144,7.98891580910858,77370,4.27972813107049,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.9_npp.8.6.9.Installer.x64.exe
25451,5.320458035312935,293,,,,,,0,,portableapps_com_6041f101_.exe
25581,5.329587944392557,293,,,,,,0,,portableapps_com_b66c58c7_.exe
287421056,7.998913581181362,3342931,4.660562667373072,6.748278735648908,237,1,1,0,,PowerToys_v0.87.0_PowerToysUserSetup-0.87.0-x64.exe
4766752,7.981430083800899,55777,4.280056838525944,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.1_npp.8.5.1.Installer.x64.exe
4691480,7.9808950039863085,54926,4.280058619944105,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6.1_npp.8.6.1.Installer.exe
405948616,7.998838606225224,4714587,4.660025661535091,6.748278735648908,237,1,1,0,,PowerToys_v0.91.1_PowerToysSetup-0.91.1-x64.exe
320646304,7.999929988566953,3824602,3.2113995889398623,6.357635049994181,142,1,0,0,,gimp-2.10.36-setup.exe
4662072,7.980756087008145,54872,4.280055294906062,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.4_npp.8.5.4.Installer.x64.exe
6283792,7.988240063670885,73727,4.279724916830299,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.1_npp.8.7.1.Installer.arm64.exe
6371448,7.988541394884166,74592,4.2797303582396236,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.9_npp.8.7.9.Installer.arm64.exe
284098168,7.997055270375452,3256162,4.660489490170843,6.748278735648908,237,1,1,0,,PowerToys_v0.88.0_PowerToysUserSetup-0.88.0-arm64.exe
4691928,7.981066903363457,54765,4.280059104210972,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6.2_npp.8.6.2.Installer.exe
4832328,7.981888616850151,56851,4.279717036071612,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.8_npp.8.6.8.Installer.exe
1783200,7.955817712928208,20474,2.9938299416599294,6.3752135040515485,122,1,0,0,,Greenshot-INSTALLER-1.2.10.6-RELEASE.exe
282922568,7.997003629959673,3239571,4.659280091547128,6.748278735648908,237,1,1,0,,PowerToys_v0.87.0_PowerToysSetup-0.87.0-arm64.exe
4704376,7.980979172263416,54905,4.280060038909417,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.6_npp.8.5.6.Installer.x64.exe
6493888,7.988921756528482,76523,4.279725401097165,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.2_npp.8.7.2.Installer.exe
10705448,7.998125451361719,126951,2.919342450828716,6.3752135040515485,122,1,0,0,,WinMerge-2.16.48.2-Setup.exe
275096392,7.998914328336695,3198719,4.6579754934589594,6.748278735648908,237,1,1,0,,PowerToys_v0.85.1_PowerToysSetup-0.85.1-x64.exe
25585,5.3284052965981035,293,,,,,,0,,portableapps_com_3b6e7e17_.exe
4840120,7.981945337277555,56461,4.280059104210972,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6.2_npp.8.6.2.Installer.x64.exe
401598880,7.998856935249277,4665588,4.660562432877882,6.748278735648908,237,1,1,0,,PowerToys_v0.90.0_PowerToysUserSetup-0.90.0-x64.exe
4844824,7.981889589353985,56876,4.2800571470020445,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6.4_npp.8.6.4.Installer.x64.exe
25534,5.327635969481513,293,,,,,,0,,portableapps_com_c6d67311_.exe
6651952,7.989251643735899,78011,4.279725401097165,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.2_npp.8.7.2.Installer.x64.exe
6459184,7.988732157002397,76005,4.279724916830299,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.1_npp.8.7.1.Installer.exe
397573624,7.9968758804566455,4549109,4.6591973752482305,6.748278735648908,237,1,1,0,,PowerToys_v0.90.0_PowerToysUserSetup-0.90.0-arm64.exe
4522448,7.979683536825978,52662,4.280059104210972,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6.2_npp.8.6.2.Installer.arm64.exe
6824080,7.989711533359945,79810,4.279724881251898,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.8.1_npp.8.8.1.Installer.x64.exe
6494160,7.988904570401263,76375,4.279722274254895,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.3_npp.8.7.3.Installer.exe
6637056,7.989394973427714,77876,4.2797046854309135,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7_npp.8.7.Installer.x64.exe
279761984,7.997061114767127,3209913,4.659853199240165,6.748278735648908,237,1,1,0,,PowerToys_v0.86.0_PowerToysUserSetup-0.86.0-arm64.exe
121651,4.923373021999301,2794,,,,,,0,,Pidgin-OTR_Portable_4.0.2.paf.exe
25882,5.333942527753308,293,,,,,,0,,portableapps_com_3a5b1e70_.exe
40378368,7.998554228932415,468880,4.659132666657052,6.748278735648908,237,1,1,0,,PowerToys_v0.84.1_PowerToysSetup-0.84.1-x64.exe
122092,4.923598589335524,2794,,,,,,0,,jPortableBrowserSwitch_1.0_English.paf.exe
4695112,7.981026200710292,54830,4.279719218669259,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.6_npp.8.6.6.Installer.exe
270674144,7.996991537445709,3100973,4.660613001081512,6.748278735648908,237,1,1,0,,PowerToys_v0.85.1_PowerToysSetup-0.85.1-arm64.exe
6317248,7.988390951124653,74243,4.279725401097165,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.2_npp.8.7.2.Installer.arm64.exe
4471968,7.979437435190939,52264,4.280057803859329,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.8_npp.8.5.8.Installer.arm64.exe
6703352,7.989535182918511,78775,4.2797303582396236,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.9_npp.8.7.9.Installer.x64.exe
6496448,7.988895741289266,76175,4.279723443888236,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.4_npp.8.7.4.Installer.exe
397572600,7.996876113766258,4548750,4.6605821264525344,6.748278735648908,237,1,1,0,,PowerToys_v0.90.0_PowerToysSetup-0.90.0-arm64.exe
6490760,7.988854959706848,76466,4.279728543314696,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.5_npp.8.7.5.Installer.exe
25864,5.328162089914655,293,,,,,,0,,portableapps_com_68a2af35_.exe
401311192,7.998853882032231,4659417,4.659287101447621,6.748278735648908,237,1,1,0,,PowerToys_v0.90.1_PowerToysUserSetup-0.90.1-x64.exe
284430936,7.997038897376267,3259461,4.661148574611496,6.748278735648908,237,1,1,0,,PowerToys_v0.89.0_PowerToysUserSetup-0.89.0-arm64.exe
4840624,7.981974555413039,56837,4.279717407423071,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.5_npp.8.6.5.Installer.x64.exe
6490352,7.988860493479721,75637,4.279724881251898,6.4378696011937135,162,0,0,0,,notepad-plus-plus_npp.8.8.1.Installer.arm64.exe
4642656,7.980631750745735,53898,4.280057803859329,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.8_npp.8.5.8.Installer.exe
4319256,7.978111012152741,50552,4.280054125272721,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.3_npp.8.5.3.Installer.arm64.exe
401309856,7.998853696864748,4659676,4.660032504925066,6.748278735648908,237,1,1,0,,PowerToys_v0.90.1_PowerToysSetup-0.90.1-x64.exe
282985168,7.997041266629836,3243370,4.6599574149556275,6.748278735648908,237,1,1,0,,PowerToys_v0.87.1_PowerToysSetup-0.87.1-arm64.exe
320646304,7.999929988566953,3824602,3.2113995889398623,6.357635049994181,142,1,0,0,,GIMP.exe
6490352,7.988860493479721,75637,4.279724881251898,6.4378696011937135,162,0,0,0,,npp.8.8.1.Installer.arm64.exe
4843360,7.9819796632394855,56688,4.280058619944105,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6.1_npp.8.6.1.Installer.x64.exe
6317448,7.988274127549998,74010,4.279728543314696,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.5_npp.8.7.5.Installer.arm64.exe
4854296,7.982054652132125,56665,4.279719279169099,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.7_npp.8.6.7.Installer.x64.exe
29475,4.731302269470466,498,,,,,,0,,vlc-3.0.20-win64.exe
318560,7.716830061810912,3483,4.578008432488103,7.275409899784315,165,0,0,0,,downloads_sourceforge_net_af5f5975_Xye_Portable_Complete_Puzzle_Pack_2017-06-11.paf.exe
401597584,7.998854345074464,4665533,4.660656796964621,6.748278735648908,237,1,1,0,,PowerToys_v0.90.0_PowerToysSetup-0.90.0-x64.exe
6319720,7.988365190758356,74154,4.279723443888236,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.4_npp.8.7.4.Installer.arm64.exe
6501480,7.988874295451859,76373,4.279730373682603,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.7_npp.8.7.7.Installer.exe
919904,7.931449889346531,10401,4.5491455265709515,7.1812709129580945,164,0,0,0,,portableapps_com_56230126_.exe
44420344,7.999873560676052,529350,3.808168126454676,7.1304183393172496,165,0,0,0,,VLC.exe
6652296,7.9892701933086645,78293,4.279723443888236,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.4_npp.8.7.4.Installer.x64.exe
270674184,7.997003765956399,3101155,4.659879191327398,6.748278735648908,237,1,1,0,,PowerToys_v0.85.1_PowerToysUserSetup-0.85.1-arm64.exe
122293,4.925682009199025,2794,,,,,,0,,Pidgin_Portable_Facebook_Plugin_0.9.6.paf.exe
12199296,7.976975097156821,150992,3.4839281916384066,6.709466460182023,146,1,0,0,,WinMerge-2.16.48.2-ARM64-Setup.exe
284095432,7.997075906534905,3256693,4.660572133084745,6.748278735648908,237,1,1,0,,PowerToys_v0.88.0_PowerToysSetup-0.88.0-arm64.exe
2985268,7.992084808945537,35315,4.737343558387253,7.0302403868388526,110,0,0,0,,7z24.09-zstd-arm.exe
4558872,7.9801298353226935,53119,4.280056838525944,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.1_npp.8.5.1.Installer.exe
6211440,7.988058166246434,72643,4.27972813107049,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.9_npp.8.6.9.Installer.arm64.exe
8170320,7.740183695238425,91574,5.690447861748674,6.65376315053753,89,1,0,0,,youtube-dl.exe
275096880,7.9989168842922265,3198548,4.661244622597874,6.748278735648908,237,1,1,0,,PowerToys_v0.85.1_PowerToysUserSetup-0.85.1-x64.exe
2700800,7.991358303230839,31838,4.6330704156819476,7.8762855010283355,171,0,0,0,,downloads_sourceforge_net_fb81374e_WaveShop_Portable_LADSPA_Plugins_0.4.15_English.paf.exe
4682400,7.980868687943465,54973,4.279717407423071,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.5_npp.8.6.5.Installer.exe
25382,5.3211767144060325,293,,,,,,0,,portableapps_com_1bdbc238_.exe
4850760,7.982005177188576,56371,4.279719218669259,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.6_npp.8.6.6.Installer.x64.exe
4729136,7.981012393085185,54916,4.280060058559463,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.7_npp.8.5.7.Installer.x64.exe
405949816,7.998839609341007,4714682,4.657732443115534,6.748278735648908,237,1,1,0,,PowerToys_v0.91.1_PowerToysUserSetup-0.91.1-x64.exe
6390144,7.988526818185753,74912,4.27972813107049,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.9_npp.8.6.9.Installer.exe
279761792,7.997061417992281,3208188,4.659039093835691,6.748278735648908,237,1,1,0,,PowerToys_v0.86.0_PowerToysSetup-0.86.0-arm64.exe
25480,5.324851621233349,293,,,,,,0,,portableapps_com_1e12fca1_.exe
284275216,7.998912654857007,3305589,4.659359682023819,6.748278735648908,237,1,1,0,,PowerToys_v0.86.0_PowerToysSetup-0.86.0-x64.exe
6326640,7.988361036705919,74514,4.279730373682603,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.7_npp.8.7.7.Installer.arm64.exe
1589510,7.99617273831884,18704,3.899129249936485,6.591966668904185,77,0,0,0,,7zip.exe
6824080,7.989711533359945,79810,4.279724881251898,6.4378696011937135,162,0,0,0,,npp.8.8.1.Installer.x64.exe
11224056,7.998304051892212,133578,2.9193690804857866,6.3752135040515485,122,1,0,0,,WinMerge-2.16.48.2-x64-PerUser-Setup.exe
4796432,7.981636241524827,55977,4.280057803859329,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.8_npp.8.5.8.Installer.x64.exe
397319752,7.996837932381694,4542768,4.659874986163302,6.748278735648908,237,1,1,0,,PowerToys_v0.90.1_PowerToysUserSetup-0.90.1-arm64.exe
25863,5.3405117802288835,293,,,,,,0,,portableapps_com_df5f647e_.exe
4652152,7.98064080220393,54350,4.280054125272721,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.3_npp.8.5.3.Installer.x64.exe
16959640,7.980776571500403,206201,3.607215411760791,6.712594833813409,146,1,0,0,,audacity-win-3.7.3-64bit.exe
6661840,7.989391992750207,78093,4.279724881251898,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.8.1_npp.8.8.1.Installer.exe
288667648,7.998908543773345,3354751,4.660004015728485,6.748278735648908,237,1,1,0,,PowerToys_v0.89.0_PowerToysSetup-0.89.0-x64.exe
25662,5.325928585335143,293,,,,,,0,,portableapps_com_465ca9eb_.exe
6650624,7.989399939414043,77406,4.279722274254895,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.3_npp.8.7.3.Installer.x64.exe
2731790,7.9878474653386355,32077,4.846321959627192,6.656310629273776,110,0,0,0,,7z24.09-zstd-x32.exe
400859472,7.996896204580261,4587751,4.657018053511725,6.748278735648908,237,1,1,0,,PowerToys_v0.91.1_PowerToysUserSetup-0.91.1-arm64.exe
25570,5.340725158107509,293,,,,,,0,,portableapps_com_165f4bc6_.exe
4683224,7.980990969934238,54390,4.2800571470020445,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6.4_npp.8.6.4.Installer.exe
122204,4.924222143392348,2794,,,,,,0,,Pidgin-Encryption_Portable_3.1_Rev_2.paf.exe
122385,4.930468333647011,2797,,,,,,0,,WaveShop_Portable_LADSPA_Plugins_0.4.15_English.paf.exe
4521352,7.9798043287683775,52388,4.280058619944105,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6.1_npp.8.6.1.Installer.arm64.exe
284428680,7.997019392231537,3256272,4.660580200815801,6.748278735648908,237,1,1,0,,PowerToys_v0.89.0_PowerToysSetup-0.89.0-arm64.exe
287456352,7.998913018103903,3343693,4.6584846441653545,6.748278735648908,237,1,1,0,,PowerToys_v0.87.1_PowerToysSetup-0.87.1-x64.exe
406183416,7.998846056644846,4716848,4.659253988421032,6.748278735648908,237,1,1,0,,PowerToys_v0.91.0_PowerToysUserSetup-0.91.0-x64.exe
9230616,7.997583366862052,109533,2.9187498361992574,6.3752135040515485,122,1,0,0,,WinMerge.exe
655728,7.8961222966162845,7440,4.584406073885681,7.238721312663817,164,0,0,0,,downloads_sourceforge_net_c41ac0f0_Pidgin_Portable_Facebook_Plugin_0.9.6.paf.exe
6808184,7.98971306867737,79870,4.279704649852514,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.8_npp.8.8.Installer.x64.exe
4816456,7.981795124461489,55731,4.280038388544722,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6_npp.8.6.Installer.x64.exe
6824080,7.989711533359945,79810,4.279724881251898,6.4378696011937135,162,0,0,0,,notepad-plus-plus_npp.8.8.1.Installer.x64.exe
123098,4.9312836200325165,2795,,,,,,0,,SMPlayer_Portable_MPlayer_Codec_Addon_2007-10-07_online.paf.exe
288668408,7.9989098319350385,3354657,4.659663920032966,6.748278735648908,237,1,1,0,,PowerToys_v0.89.0_PowerToysUserSetup-0.89.0-x64.exe
25267,5.315842047191837,293,,,,,,0,,portableapps_com_0433009d_.exe
4572328,7.980175474831687,53317,4.280060058559463,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.7_npp.8.5.7.Installer.exe
2072576,7.931221793615672,23244,4.279704649852514,6.4378696011937135,162,0,0,0,,notepad-plus-plus_npp.8.8.Installer.arm64.exe
4381176,7.978829487298547,50842,4.280060038909417,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.6_npp.8.5.6.Installer.arm64.exe
3036304,7.9817525231282005,36351,4.138478386101841,6.46079318722629,117,0,0,0,,7z24.09-zstd-x64.exe
400858256,7.996900683161192,4588852,4.659299575716588,6.748278735648908,237,1,1,0,,PowerToys_v0.91.1_PowerToysSetup-0.91.1-arm64.exe
4497336,7.979668353548597,52591,4.280038388544722,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6_npp.8.6.Installer.arm64.exe
1489936,7.972916637054655,17473,4.58514349121112,7.272977969027989,166,0,0,0,,downloads_sourceforge_net_734f5efa_Pidgin-OTR_Portable_4.0.2.paf.exe
275100840,7.99890525280118,3198625,4.659359492585696,6.748278735648908,237,1,1,0,,PowerToys_v0.85.0_PowerToysSetup-0.85.0-x64.exe
11224968,7.998299693703367,133550,2.9193544770659785,6.3752135040515485,122,1,0,0,,WinMerge-2.16.48.2-x64-Setup.exe
4514072,7.979611271023724,52322,4.2800571470020445,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6.4_npp.8.6.4.Installer.arm64.exe
433328,7.776416325728238,4689,4.586861767210128,7.866475144296684,171,0,0,0,,downloads_sourceforge_net_f2ce5f50_Pidgin-Encryption_Portable_3.1_Rev_2.paf.exe
282915944,7.99702214394721,3239551,4.660499507009491,6.748278735648908,237,1,1,0,,PowerToys_v0.87.0_PowerToysUserSetup-0.87.0-arm64.exe
6317888,7.988333990132027,74197,4.279722274254895,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.3_npp.8.7.3.Installer.arm64.exe
6490352,7.988860493479721,75637,4.279724881251898,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.8.1_npp.8.8.1.Installer.arm64.exe
288243088,7.9989178371853535,3348376,4.6566463507061995,6.748278735648908,237,1,1,0,,PowerToys_v0.88.0_PowerToysUserSetup-0.88.0-x64.exe
6659856,7.989291504307191,78444,4.279730373682603,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.7_npp.8.7.7.Installer.x64.exe
287457208,7.998913669264627,3343381,4.659692365687907,6.748278735648908,237,1,1,0,,PowerToys_v0.87.1_PowerToysUserSetup-0.87.1-x64.exe
4504688,7.979591348284468,52002,4.279719218669259,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.6_npp.8.6.6.Installer.arm64.exe
400954408,7.996896010305019,4589511,4.661143953057451,6.748278735648908,237,1,1,0,,PowerToys_v0.91.0_PowerToysUserSetup-0.91.0-arm64.exe
6661560,7.989321616859142,78240,4.279730395410678,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.6_npp.8.7.6.Installer.x64.exe
287420248,7.9989140713661095,3342979,4.655745623076645,6.748278735648908,237,1,1,0,,PowerToys_v0.87.0_PowerToysSetup-0.87.0-x64.exe
25487,5.323159207620864,293,,,,,,0,,portableapps_com_c1cdee96_.exe
6695632,7.9893670379238575,78361,4.279728171963237,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.8_npp.8.7.8.Installer.x64.exe
6616496,7.989146941886704,77721,4.279724916830299,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.1_npp.8.7.1.Installer.x64.exe
6649056,7.989284753269332,78518,4.279728543314696,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.5_npp.8.7.5.Installer.x64.exe
6484488,7.98889106424904,76471,4.2797046854309135,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7_npp.8.7.Installer.exe
4670120,7.980845840020637,54553,4.280038388544722,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.6_npp.8.6.Installer.exe
4414224,7.979023478655954,51527,4.280056838525944,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.1_npp.8.5.1.Installer.arm64.exe
4652656,7.9807106936678895,54453,4.279717036071612,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.8_npp.8.6.8.Installer.arm64.exe
270632208,7.996996633575576,3101087,4.659284636006345,6.748278735648908,237,1,1,0,,PowerToys_v0.85.0_PowerToysSetup-0.85.0-arm64.exe
288241952,7.998921219184005,3346376,4.6606469153060095,6.748278735648908,237,1,1,0,,PowerToys_v0.88.0_PowerToysSetup-0.88.0-x64.exe
6533408,7.9888678062897185,76504,4.279728171963237,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.8_npp.8.7.8.Installer.exe
406182128,7.998846138994645,4717151,4.661301477507771,6.748278735648908,237,1,1,0,,PowerToys_v0.91.0_PowerToysSetup-0.91.0-x64.exe
4985152,7.982823315924533,58428,4.279717036071612,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.8_npp.8.6.8.Installer.x64.exe
6661840,7.989391992750207,78093,4.279724881251898,6.4378696011937135,162,0,0,0,,npp.8.8.1.Installer.exe
4701256,7.981065092934429,54572,4.279719279169099,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.6.7_npp.8.6.7.Installer.exe
4661096,7.980758914758303,54333,4.28005725211499,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.2_npp.8.5.2.Installer.x64.exe
397318208,7.996852749343521,4543884,4.655291974984999,6.748278735648908,237,1,1,0,,PowerToys_v0.90.1_PowerToysSetup-0.90.1-arm64.exe
270630992,7.997025900203159,3102431,4.657899782310679,6.748278735648908,237,1,1,0,,PowerToys_v0.85.0_PowerToysUserSetup-0.85.0-arm64.exe
6501208,7.98895749195165,76762,4.279730395410678,6.4378696011937135,162,0,0,0,,notepad-plus-plus_v8.7.6_npp.8.7.6.Installer.exe
4550160,7.980071329827155,53360,4.280060038909417,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.6_npp.8.5.6.Installer.exe
2879229,7.980024236785749,33275,4.373533382455509,6.410429855952268,110,0,0,0,,7z24.09-zstd-arm64.exe
282975480,7.997025528587375,3240570,4.659874749359543,6.748278735648908,237,1,1,0,,PowerToys_v0.87.1_PowerToysUserSetup-0.87.1-arm64.exe
25777,5.330494193122139,293,,,,,,0,,portableapps_com_e688e829_.exe
25761,5.32561129586666,293,,,,,,0,,portableapps_com_f89b363e_.exe
4327544,7.978322445224092,50561,4.280055294906062,6.4174599871908855,164,0,0,0,,notepad-plus-plus_v8.5.4_npp.8.5.4.Installer.arm64.exe
