file_size,file_entropy,num_strings,mean_section_entropy,max_section_entropy,num_imports,suspicious_imports,crypto_api_detected,label
876544,7.676196353559411,8523,4.993201027394415,7.715355674681683,1.0,0.0,0.0,1
760832,7.771488047929492,7508,4.67675410980019,7.778999240679866,1.0,0.0,0.0,1
493568,7.939222479302706,6386,5.184313967675492,7.949910805684129,1.0,0.0,0.0,1
674304,6.617934425171031,7957,3.7661366048577736,6.725005245595376,600.0,1.0,0.0,1
7970299,7.99915236747659,94628,2.3492753048582466,6.56223225792919,96.0,1.0,0.0,1
6963200,7.998911940844175,82057,3.9527418534523626,7.998958163413199,1.0,0.0,0.0,1
947200,7.166285902471705,11275,4.076392030659489,7.172199285783487,1.0,0.0,0.0,1
163840,5.244388268604604,991,3.430079803751647,5.946892071741107,1.0,0.0,0.0,1
805224,7.936525119367663,9181,4.222785010474065,6.436002641218711,164.0,0.0,0.0,1
1031680,7.633964840001204,9105,5.059759127184952,7.636846071155002,1.0,0.0,0.0,1
6492160,7.964915527219973,70121,1.4514930426668944,7.968527956223107,31.0,0.0,0.0,1
494592,6.5995724177956046,4264,4.079680860385547,6.718533933603825,307.0,1.0,0.0,1
2086464,7.271252941688535,28367,3.3919814890897677,6.499141643922046,1.0,0.0,0.0,1
584192,7.695896901983408,5903,3.9731402777220244,7.704825367264282,1.0,0.0,0.0,1
57344,5.642001334894038,583,3.1218119166948295,5.749685549607224,1.0,0.0,0.0,1
872448,6.204011288180773,3831,3.788325612143137,5.839305346494445,104.0,0.0,0.0,1
7970299,7.999152366078302,94629,2.3492753048582466,6.56223225792919,96.0,1.0,0.0,1
206936,5.937648965811669,847,3.9137637851373337,6.030167529328597,1.0,0.0,0.0,1
7970299,7.999152361369571,94628,2.3492753048582466,6.56223225792919,96.0,1.0,0.0,1
637952,6.256410670263017,4249,4.636645482998692,7.566857255558994,1.0,0.0,0.0,1
67373764,7.992519493642329,787717,4.910290897422527,6.566275837122372,175.0,1.0,0.0,1
3024384,5.581158457638578,21453,3.234444798444581,5.58256341223574,1.0,0.0,0.0,1
922624,7.722559109199109,9309,4.9095567618116265,7.723064831012036,1.0,0.0,0.0,1
24064,5.524094555102294,327,3.5396405368425294,5.571300858486253,1.0,0.0,0.0,1
494592,6.5996229853384305,4263,4.081428821806705,6.718533933603825,307.0,1.0,0.0,1
612352,6.540755501118284,3061,4.603132161513793,6.569908163839468,101.0,1.0,0.0,1
242688,6.431089104484983,1751,5.308979956884149,6.842702241889303,71.0,1.0,0.0,1
473088,6.859483826772983,3730,4.295323884732563,7.560600241216741,1.0,0.0,0.0,1
46080,5.444832598563913,591,3.5204270555630077,5.4956669595193866,1.0,0.0,0.0,1
7970299,7.999152367088657,94628,2.3492753048582466,6.56223225792919,96.0,1.0,0.0,1
11541153,7.080059521496345,74253,4.3761165668231445,6.677327984745073,439.0,1.0,0.0,1
1428184,7.430102426476078,12773,3.83039292062046,6.495258513279076,164.0,0.0,0.0,1
454144,7.427606564436177,6161,3.7470163366263702,7.443393540948653,1.0,0.0,0.0,1
229376,7.148951246365809,1576,3.1007168711973048,7.360081276537011,95.0,0.0,0.0,1
3956224,7.315368493412032,49870,3.7036284783665496,7.3171095196734655,1.0,0.0,0.0,1
2634240,7.159635668138102,32427,3.696360522787181,7.161609622103697,1.0,0.0,0.0,1
978019,5.598864036413541,7671,4.574557131863053,6.538299598910062,311.0,1.0,0.0,1
503296,7.875653824050071,5347,4.031292867756242,7.88262955736716,1.0,0.0,0.0,1
5735941,7.9578061312526405,61892,2.0151549679054224,7.958309927580852,22.0,0.0,0.0,1
13824,5.315751573351536,125,3.450597623489657,5.314658543090796,1.0,0.0,0.0,1
522240,7.944196243062576,6391,4.040212229939311,7.952389540829968,1.0,0.0,0.0,1
1380352,7.929388215412541,14926,5.1970778445920915,7.93001627706603,1.0,0.0,0.0,1
812032,7.1200944289195895,4442,5.754285763899807,6.8339243221326,152.0,1.0,0.0,1
1195520,7.796901346879596,14586,3.9941858440570495,7.801697833762714,1.0,0.0,0.0,1
125440,6.093791095917428,1487,4.701985461195358,6.477746410921549,83.0,1.0,0.0,1
1518472,7.127036892015638,14492,2.1477202542037594,6.499675350012798,171.0,0.0,0.0,1
2420224,6.775762994736454,22435,5.464778674547439,7.004381478577778,460.0,0.0,0.0,1
1952768,6.8779900710485515,8447,3.4299784719799042,6.889292994195172,1.0,0.0,0.0,1
329072,7.556713515266732,3396,3.69399210028582,6.450520423955375,158.0,0.0,0.0,1
1074688,7.084913337283761,10164,4.835649433391636,7.997230100501611,100.0,0.0,0.0,1
564744,7.688621518050804,5593,4.290563205171049,7.695867397479754,1.0,0.0,0.0,1
1156744,7.8934331443723105,12832,4.235913759682871,6.410406825129756,157.0,0.0,0.0,1
16684544,7.880631834159532,197118,5.285671924878831,7.888436195830456,147.0,0.0,0.0,1
1302528,7.516068355392352,14313,3.2771581756073527,7.798683490890651,1.0,0.0,0.0,1
7867265,7.999142239732165,93429,2.349248307772532,6.56223225792919,96.0,1.0,0.0,1
37888,5.573173939457212,496,3.551643537595968,5.604619540920239,1.0,0.0,0.0,1
99904,5.69103541821821,549,2.839607552966552,5.665694821751342,1.0,0.0,0.0,1
623104,6.676377866227672,4458,3.534580205704776,6.680966701441265,1.0,0.0,0.0,1
2335232,7.211489453142345,29676,5.267587418265603,7.999361455741851,246.0,1.0,0.0,1
4086784,6.904732848065239,45326,5.516940392419509,7.473960080203546,590.0,1.0,0.0,1
295428,7.9655974471947575,3329,7.995129197555019,7.995129197555019,0.0,0.0,0.0,1
775168,6.634143878375198,8274,3.9211685407542287,6.725005245595376,600.0,1.0,0.0,1
882688,7.4306693808598245,8403,3.868825484987497,7.437850123961725,1.0,0.0,0.0,1
25600,6.055951048197516,445,3.4992221245106605,6.2518812477217045,1.0,0.0,0.0,1
2956800,6.126835868764102,28386,4.242306592687227,6.302073228629578,154.0,1.0,0.0,1
863188,7.909365381399429,9237,4.401177732889616,6.479931192732248,157.0,0.0,0.0,1
7970299,7.999152366628117,94628,2.3492753048582466,6.56223225792919,96.0,1.0,0.0,1
935936,7.860724761751535,10093,4.074679623090859,7.8654580935306795,1.0,0.0,0.0,1
499008,6.660194950153564,8288,5.332013985239003,6.634550900542891,0.0,0.0,0.0,1
1244160,7.100932499794309,8565,5.623088690478085,7.696611322005119,527.0,1.0,0.0,1
534528,7.853301875180679,6124,4.0151282776648625,7.919777277370267,1.0,0.0,0.0,1
1752704,5.961725800856615,15569,3.8460484394718257,7.130314271395521,100.0,0.0,0.0,1
670720,7.617647853058798,22666,3.8973223990762014,7.794706676761409,19.0,0.0,0.0,1
215040,7.058603915731454,12412,3.241006996085913,7.364864429393108,40.0,0.0,0.0,1
587264,5.619403840865664,978,4.301017875130066,7.883567121273864,1.0,0.0,0.0,1
917504,7.567756318928045,8834,4.201225367659437,6.40243296676441,164.0,0.0,0.0,1
1377792,7.802437549550758,14542,4.849115653741177,7.910977433001759,1.0,0.0,0.0,1
1586688,7.600155002516328,19575,4.164704129853896,7.936333238529776,600.0,1.0,0.0,1
430574,7.959760993163409,5061,3.960706659031407,6.439707948554623,164.0,0.0,0.0,1
416536,6.517513234536927,4363,5.612581416783479,6.660056861327603,93.0,1.0,0.0,1
43661824,7.1242548123889,372970,4.06142048080837,7.124330489391516,1.0,0.0,0.0,1
1692672,6.322618972675866,16907,4.377310716467557,7.846369549306982,47.0,1.0,0.0,1
1373696,7.873143399504195,15248,3.9866972494113084,7.876939286602195,1.0,0.0,0.0,1
80740352,0.12670689204563967,6584,3.949440528089947,6.458398214928006,164.0,0.0,0.0,1
641736,7.2070045401141485,5692,4.237444205160673,6.411487375491561,158.0,0.0,0.0,1
141632,7.809848667947119,1804,3.9774457327444614,7.868386243100633,1.0,0.0,0.0,1
93792,6.0525924740162855,841,3.156688783905688,5.804243603864162,1.0,0.0,0.0,1
1903616,7.1367934644832705,15396,3.7632872770685917,7.139816226215122,1.0,0.0,0.0,1
889856,7.922636558942749,9911,3.852419538922286,7.928558169483916,1.0,0.0,0.0,1
73728,5.835998476851097,798,3.146699874250418,6.009093325966835,1.0,0.0,0.0,1
8832512,7.972846551863447,96956,1.8931476394014648,7.979951106964881,145.0,1.0,0.0,1
881664,7.515844193060488,8168,3.91802234510448,7.522839347637008,1.0,0.0,0.0,1
4086784,6.900338036430487,45348,5.517276050393278,7.474321939816109,590.0,1.0,0.0,1
550400,7.927053644418534,7521,5.259213002213794,7.936870780580475,23.0,1.0,0.0,1
333312,6.65440241328948,2097,3.385395979003474,7.674217974427297,99.0,1.0,0.0,1
251904,6.276966352008906,3163,4.943259875186441,6.480844997323806,94.0,1.0,0.0,1
42496,5.5510711322879605,669,3.1563302232135215,5.66580092662875,1.0,0.0,0.0,1
711680,6.888059158752238,6100,3.2487649116628616,6.889558315616622,1.0,0.0,0.0,1
440320,6.562663462105279,2802,4.067152975152183,6.613411599046422,268.0,1.0,0.0,1
674304,6.617915184199424,7957,3.766036661197458,6.725005245595376,600.0,1.0,0.0,1
257536,7.184841373715992,1969,3.8970397754974755,7.702502455135755,134.0,1.0,0.0,1
658840,7.628850750728395,6696,3.768914087293106,6.4238976503114396,165.0,0.0,0.0,1
494592,6.600369249302875,4282,4.088768169745923,6.724383647387111,308.0,1.0,0.0,1
612352,6.540688320726843,3059,4.604420543841792,6.570921926637309,101.0,1.0,0.0,1
4556651,6.959188777860145,40417,5.900656618118096,7.144323931286514,624.0,1.0,0.0,1
480768,6.592405831196444,4057,4.077363139014954,6.71659520483491,288.0,1.0,0.0,1
24846264,7.995099843504118,288696,3.74718676005937,6.489112235032272,162.0,0.0,0.0,1
1321648,6.595545511498904,10899,3.3028296852854346,6.593265797550382,1.0,0.0,0.0,1
861184,7.597938509297421,8114,3.7221002568128454,7.606940702965645,1.0,0.0,0.0,1
1179136,7.107012418614062,8896,5.517025843727158,7.886405382153961,518.0,1.0,0.0,1
773120,7.78477679017836,7874,5.065466591657224,7.791863713284385,1.0,0.0,0.0,1
698368,7.582514395719292,7127,3.9057049414097764,7.591472653646267,1.0,0.0,0.0,1
11560960,4.10590482166166,1275,3.4619309363348116,6.251187031470946,1.0,0.0,0.0,1
809472,7.924661023148293,10416,5.153679748929955,7.929775893398723,1.0,0.0,0.0,1
324608,6.638842370942821,10493,5.517548800654766,6.871208133800991,70.0,1.0,0.0,1
199168,5.3653138351755745,1967,3.469195611492434,5.368676958645613,1.0,0.0,0.0,1
536616,7.558353334390116,4868,6.017207351852668,7.989603083231943,89.0,1.0,0.0,1
480768,6.592299184356244,4061,4.077312117309967,6.71659520483491,288.0,1.0,0.0,1
601600,7.923098982574839,7191,5.238976132853227,7.9301517142294555,1.0,0.0,0.0,1
276480,7.102263385422018,2352,4.6025029101786235,7.089958861319866,1.0,0.0,0.0,1
607744,6.587230614267412,3446,5.411706422932358,6.934596570007028,227.0,0.0,1.0,1
32256,5.615348081859936,460,3.567494279381734,5.652171766277537,1.0,0.0,0.0,1
327168,6.096519010526584,4451,3.431031947788061,6.111161158251096,1.0,0.0,0.0,1
576000,7.6196925002780675,5349,3.9623411680554295,7.8680886141349236,1.0,0.0,0.0,1
1031168,6.904761997074904,7073,5.492187734316497,7.76221483510066,518.0,1.0,0.0,1
645120,7.597805784741408,6190,3.937077810452136,7.6061473741437124,1.0,0.0,0.0,1
647168,7.567375291230107,5994,4.889258197445966,7.575824825515538,1.0,0.0,0.0,1
439808,6.564990147859056,2812,4.070006701587873,6.607221331182835,268.0,1.0,0.0,1
18151045,7.99672687705094,208567,4.6293458794799855,6.794335469567533,240.0,1.0,1.0,1
75264,4.357976953104961,437,2.8996722929128356,4.374238015774354,1.0,0.0,0.0,1
884320,5.465060116208722,6284,3.336499786269623,5.33588190028658,1.0,0.0,0.0,1
7970299,7.999152365581766,94628,2.3492753048582466,6.56223225792919,96.0,1.0,0.0,1
44032,5.606845335605037,592,3.099182296536222,5.699939497958336,1.0,0.0,0.0,1
910336,7.639938088066055,9574,3.7457749401636815,7.648392348351336,1.0,0.0,0.0,1
1236480,6.814548203080987,8473,5.340108028283989,7.001816304938117,518.0,1.0,0.0,1
480768,6.592297238479535,4060,4.077974466657216,6.71659520483491,288.0,1.0,0.0,1
326144,6.102967644231368,4469,3.4264239903005542,6.117708299108041,1.0,0.0,0.0,1
695808,7.897808855860239,7582,6.113387742105883,7.999393575763796,94.0,1.0,0.0,1
7867265,7.999142244067541,93429,2.349248307772532,6.56223225792919,96.0,1.0,0.0,1
169472,5.384771824792234,998,3.4977959398775416,6.129682231500543,1.0,0.0,0.0,1
2124400,7.276513438768695,29047,3.3919814890897677,6.499141643922046,1.0,0.0,0.0,1
3056128,7.709671851333256,38568,4.686962100751915,7.949954941875006,481.0,1.0,0.0,1
819720,7.567340942087531,7704,3.711723761727026,7.568876437683575,1.0,0.0,0.0,1
353755,5.462725150803202,2150,3.396714857077973,6.4174599871908855,164.0,0.0,0.0,1
283136,6.878216133646255,897,3.2959237575861353,7.461892915040107,1.0,0.0,0.0,1
1536512,6.809445393277049,9029,5.309441052987242,6.848481428454382,518.0,1.0,0.0,1
260608,4.4035069034763135,465,3.033305293912172,4.754429759617277,1.0,0.0,0.0,1
95232,5.564267936569007,877,2.848916635088736,5.595922844514764,1.0,0.0,0.0,1
494592,6.597369941705302,4246,4.085196174479577,6.704144894372126,307.0,1.0,0.0,1
179200,4.9499704237015685,1438,2.7858230674218856,5.813561766575831,1.0,0.0,0.0,1
635904,7.442817343337968,6328,3.4940936241870815,7.452927228347809,1.0,0.0,0.0,1
1399648,1.4460883113003062,6210,5.592297637737211,6.918297635785736,75.0,1.0,0.0,1
1627287,7.702092186262608,15063,3.464243224103028,6.499675350012798,171.0,0.0,0.0,1
819712,6.023518306479219,26873,3.508926732463456,6.029630309129414,1.0,0.0,0.0,1
125855,7.776636072237414,1486,4.044676024712792,6.422216392458881,152.0,0.0,0.0,1
1018880,6.883476522081604,6930,5.487838556437816,7.74046894570725,518.0,1.0,0.0,1
56320,5.610760636762203,676,3.5593051592521836,5.63141313101573,1.0,0.0,0.0,1
743936,7.9178632583078965,8962,4.326899173315588,7.929433980642406,1.0,0.0,0.0,1
167424,6.0124852023023765,1585,3.908952387942119,6.049723448256315,1.0,0.0,0.0,1
719360,7.965611465599264,9349,4.785499306748699,7.971794450897114,1.0,0.0,0.0,1
967680,7.421875234414868,9528,4.705574240667871,7.999508743807004,90.0,0.0,0.0,1
7886736,6.730568393317783,69311,4.635484378903271,6.903613341382984,636.0,1.0,1.0,1
159744,7.407191186954557,4957,5.510289712074687,7.4443688033777375,0.0,0.0,0.0,1
43008,5.547319011524443,662,4.691347662372654,5.616515724731253,0.0,0.0,0.0,1
7970299,7.999152369102948,94628,2.3492753048582466,6.56223225792919,96.0,1.0,0.0,1
1893376,5.847772504012662,12739,4.891890713367375,5.849314522399548,0.0,0.0,0.0,1
242688,6.43035207099755,1750,5.308244853873607,6.83800388953063,71.0,1.0,0.0,1
678912,7.747218476946736,7058,5.0636756106505025,7.754974372485595,1.0,0.0,0.0,1
672256,6.342593971700986,4584,3.530560489599654,6.349393964368706,1.0,0.0,0.0,1
1070592,6.963394171182504,7513,5.50079622509048,7.805257288970572,518.0,1.0,0.0,1
40960,5.559104426652009,586,3.220673549846915,5.704840158709417,1.0,0.0,0.0,1
517563,7.411639354150289,4120,4.471714198631611,6.800710339910504,165.0,0.0,0.0,1
24064,5.528429198572727,326,3.540964702802316,5.575273356365613,1.0,0.0,0.0,1
14336,5.103661986945283,227,3.4669246975470522,5.878071157380503,50.0,0.0,0.0,1
1266176,7.214255200177695,7415,4.713190648959617,7.14903466203393,1.0,0.0,0.0,1
528392,7.638461897146796,5697,4.953795704300191,7.641474772149329,1.0,0.0,0.0,1
37888,5.57736645980262,496,3.5531341948853825,5.609091512788481,1.0,0.0,0.0,1
548864,7.513928753498918,6174,4.898058786878994,7.53108365454491,1.0,0.0,0.0,1
671744,7.841623176520156,7813,4.861438055126533,7.851583713872841,1.0,0.0,0.0,1
744448,7.792064506385091,7866,4.5275006999673275,7.838098776126378,1.0,0.0,0.0,1
18203136,6.229144470007088,14480,3.9538350052561757,6.230062101809143,1.0,0.0,0.0,1
317952,7.985345040596436,3803,4.068877766324671,7.993626283103464,1.0,0.0,0.0,1
753664,7.7358469083979475,7761,4.385158886041253,7.850983006991039,1.0,0.0,0.0,1
723456,7.8786333510689515,7750,5.228698255295867,7.883954256114356,1.0,0.0,0.0,1
532511,7.222755249734566,4663,4.035464261203546,6.511112273730313,164.0,0.0,0.0,1
1305378,7.878240187802799,14711,3.653110917182867,6.499675350012798,171.0,0.0,0.0,1
1085952,7.844615123895774,11795,3.9953368478113203,7.92637932691923,1.0,0.0,0.0,1
784384,7.817343728815591,8993,5.250317995442416,7.829055165703187,1.0,0.0,0.0,1
